station,hour,day_of_week,month,is_weekend,is_holiday,is_peak_hour,crowd_level
Wimco Nagar,2,3,3,0,0,0,0.20420297955952388
Saidapet,18,6,7,1,0,1,1.0
Wimco Nagar Depot,13,5,8,1,0,0,0.7187284527916571
Tollgate,4,2,4,0,0,0,0.1602539396801797
Wimco Nagar Depot,6,2,7,0,0,0,0.2806247389804631
Ekkattuthangal,18,2,6,0,0,1,1.0
Koyambedu,16,2,2,0,0,1,1.0
Teynampet,0,4,6,0,0,0,0.2530224760547167
St. Thomas Mount,18,3,2,0,0,1,0.9344919384944484
Nandanam,21,5,1,1,0,0,0.2539444661287648
Vadapalani,4,2,11,0,1,0,0.4843596214616053
Washermanpet,10,4,8,0,0,1,1.0
Anna Nagar Tower,0,1,1,0,0,0,0.17032146104986684
Government Estate,3,5,10,1,0,0,0.5242304100146695
Washermanpet,19,3,7,0,0,1,0.7674697051307714
Kaladipet,9,1,5,0,0,1,1.0
Guindy,15,6,4,1,0,0,0.6988268441846829
Alandur,4,3,5,0,0,0,0.5319223135409938
Egmore,14,3,5,0,0,0,0.39567062987228785
Nanganallur Road,22,0,4,0,0,0,0.30803233185541706
AG-DMS,16,1,2,0,0,1,1.0
Nanganallur Road,6,0,8,0,0,0,0.2080041695447876
Sir Theagaraya College,1,2,8,0,0,0,0.2476027657554705
Saidapet,12,0,3,0,0,0,0.4005157978797089
Nehru Park,0,2,11,0,0,0,0.4520247018119568
Sir Theagaraya College,20,0,4,0,0,0,0.2822972242983469
Mannadi,23,6,11,1,0,0,0.32782404483722427
Thousand Lights,15,5,2,1,0,0,0.6287077629821626
Sir Theagaraya College,8,4,2,0,0,1,0.8011102634383478
Wimco Nagar Depot,19,1,3,0,0,1,0.9917986164139643
Wimco Nagar Depot,21,5,7,1,0,0,0.31342276945393804
Sir Theagaraya College,7,3,3,0,0,1,0.9259933978332701
Egmore,9,6,11,1,0,1,1.0
Shenoy Nagar,14,3,2,0,0,0,0.5263795257413977
Government Estate,1,1,1,0,1,0,0.6307144723008749
Tondiarpet,12,3,5,0,0,0,0.4503734899991792
Guindy,14,2,7,0,0,0,0.5529237166010359
Thousand Lights,2,6,6,1,0,0,0.6725731427250804
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,4,2,4,0,0,0,0.3210407010236823
High Court,0,6,11,1,0,0,0.4337188185316263
Nehru Park,4,1,8,0,0,0,0.34332845018718033
Ashok Nagar,9,6,4,1,0,1,1.0
Tollgate,2,5,10,1,0,0,0.3432939772589469
St. Thomas Mount,18,4,2,0,0,1,1.0
Sir Theagaraya College,14,0,11,0,0,0,0.7146846835422154
Government Estate,9,1,10,0,0,1,1.0
Koyambedu,11,0,6,0,0,0,0.5130917985092261
Ekkattuthangal,6,1,5,0,0,0,0.2938513004500593
Guindy,13,6,7,1,0,0,0.7435482357378618
Meenambakkam,19,6,12,1,0,1,1.0
Ekkattuthangal,8,0,12,0,0,1,0.745728801379327
LIC,11,5,6,1,0,0,0.5569831088942429
Nanganallur Road,23,5,12,1,0,0,0.5855318849080036
St. Thomas Mount,11,3,3,0,0,0,0.4758377581128897
Tiruvottiyur,19,1,2,0,0,1,0.7504225867848665
Anna Nagar Tower,15,1,7,0,0,0,0.3049559855634808
Nehru Park,4,4,6,0,0,0,0.13547226504090737
Nanganallur Road,16,4,2,0,0,1,1.0
Nehru Park,12,1,1,0,0,0,0.5892087196416663
Tollgate,8,3,10,0,0,1,1.0
Shenoy Nagar,13,2,10,0,0,0,0.7587036715527116
Sir Theagaraya College,13,5,7,1,0,0,0.7615133831740506
High Court,23,0,6,0,0,0,0.3844971368878602
Arumbakkam,7,3,10,0,0,1,1.0
Meenambakkam,15,6,11,1,0,0,0.6213835716879895
Teynampet,12,1,11,0,0,0,0.4114925216340438
Thousand Lights,14,4,10,0,1,0,0.893863819952465
Tondiarpet,16,6,10,1,0,1,1.0
Mannadi,8,4,7,0,0,1,0.8814460820132516
St. Thomas Mount,6,5,7,1,0,0,0.37616900175424745
Tiruvottiyur,4,1,4,0,0,0,0.12251142126191095
AG-DMS,20,1,7,0,0,0,0.3630073529444615
Ashok Nagar,23,6,8,1,0,0,0.5014474411057376
Puratchi Thalaivar Dr. M.G. Ramachandran Central,2,2,6,0,0,0,0.20820636379920923
Nehru Park,22,5,11,1,1,0,0.6580706823303424
LIC,6,1,9,0,0,0,0.2609768839484869
Tiruvottiyur,15,0,10,0,0,0,0.45893708516257586
Mannadi,20,6,8,1,0,0,0.23652206680965926
Kilpauk,22,3,4,0,0,0,0.3067020000829158
Chennai International Airport,5,0,11,0,1,0,0.36256295199748745
St. Thomas Mount,5,6,10,1,1,0,0.6402230464789563
High Court,18,2,2,0,0,1,1.0
Kaladipet,19,0,8,0,0,1,0.8087526897483222
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,16,1,11,0,0,1,1.0
Government Estate,4,2,5,0,0,0,0.3264113812650962
Mannadi,1,4,1,0,0,0,0.4674462105927394
Saidapet,11,6,7,1,0,0,0.4463568998954251
Alandur,15,5,7,1,0,0,0.6108309960596197
Shenoy Nagar,12,2,5,0,0,0,0.6535836245018108
Vadapalani,1,2,5,0,0,0,0.15492307583094564
Wimco Nagar,18,2,11,0,0,1,0.7124207142599835
Meenambakkam,7,3,8,0,0,1,1.0
Tondiarpet,2,5,10,1,0,0,0.5799979180986163
Sir Theagaraya College,4,4,12,0,0,0,0.5131967292168235
Thousand Lights,0,6,8,1,0,0,0.5441214152383878
Tondiarpet,23,1,11,0,0,0,0.48446549573841396
Mannadi,21,1,12,0,1,0,0.7114757543898222
Tondiarpet,16,1,5,0,0,1,0.9977070980650992
Vadapalani,10,4,6,0,0,1,1.0
Koyambedu,10,1,10,0,0,1,0.9449114408398921
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,7,5,8,1,0,1,0.9371257570661158
Wimco Nagar,10,2,2,0,0,1,0.9865949380700253
Tondiarpet,2,5,9,1,0,0,0.21718463996596776
Alandur,3,1,10,0,0,0,0.3223835698361301
Pachaiyappa's College,15,3,11,0,0,0,0.5277536260713597
Guindy,7,5,7,1,0,1,1.0
Mannadi,12,1,12,0,0,0,0.5074919621463491
Saidapet,5,5,11,1,0,0,0.5202499859032459
LIC,13,1,9,0,0,0,0.4653955233316246
Arumbakkam,14,0,12,0,1,0,0.8957131268694198
Nehru Park,10,5,6,1,0,1,1.0
Pachaiyappa's College,21,3,11,0,0,0,0.22964905084336157
Egmore,22,2,1,0,0,0,0.3447684966635909
Anna Nagar Tower,3,1,1,0,0,0,0.36313206959424243
Thirumangalam,0,0,5,0,0,0,0.17246937001915857
Alandur,12,2,6,0,0,0,0.4717701855353783
Wimco Nagar Depot,9,3,2,0,0,1,1.0
LIC,0,2,11,0,0,0,0.20347282613704995
LIC,18,0,3,0,0,1,0.9894732432090882
Thousand Lights,15,6,10,1,1,0,0.8713093203266364
Tiruvottiyur,2,1,1,0,0,0,0.1743091378819035
Pachaiyappa's College,9,0,11,0,0,1,0.9225175243640669
Thirumangalam,0,1,8,0,0,0,0.37000748969282693
Anna Nagar East,15,4,3,0,0,0,0.4804922872243105
Tondiarpet,16,3,1,0,0,1,0.8799913691469713
Kilpauk,7,1,9,0,0,1,0.6446422302168575
Saidapet,8,1,9,0,0,1,0.9436683250905288
Tiruvottiyur,1,6,7,1,0,0,0.38210482170164306
LIC,14,4,5,0,0,0,0.49435002137252304
Puratchi Thalaivar Dr. M.G. Ramachandran Central,6,5,11,1,0,0,0.31240352615251604
High Court,20,2,7,0,0,0,0.35762768467983436
Mannadi,11,5,12,1,0,0,0.614998294381268
Alandur,16,5,5,1,0,1,1.0
Washermanpet,19,4,5,0,0,1,0.886093372502643
Sir Theagaraya College,8,2,10,0,0,1,0.7920081589751601
AG-DMS,14,0,12,0,0,0,0.3767284884820565
Tiruvottiyur Theradi,13,4,2,0,0,0,0.4908830693699978
AG-DMS,23,5,4,1,0,0,0.5512099246655482
AG-DMS,10,3,3,0,0,1,0.9070709392589708
Puratchi Thalaivar Dr. M.G. Ramachandran Central,15,0,7,0,0,0,0.5399393401442747
Koyambedu,15,0,2,0,0,0,0.4664875465697242
Tondiarpet,7,5,4,1,0,1,1.0
Mannadi,3,4,1,0,0,0,0.29167813650523267
LIC,20,4,3,0,0,0,0.2646903352287406
Puratchi Thalaivar Dr. M.G. Ramachandran Central,17,3,6,0,0,1,1.0
Ashok Nagar,3,6,5,1,0,0,0.4324206470902977
AG-DMS,2,0,5,0,0,0,0.20830375789770797
Pachaiyappa's College,1,1,9,0,0,0,0.42695515933013267
Meenambakkam,0,3,3,0,0,0,0.27635353128976664
Mannadi,19,1,7,0,0,1,0.8648750443215689
Kilpauk,6,6,6,1,0,0,0.46451443279966853
Tondiarpet,0,5,6,1,0,0,0.44426721095753124
Thousand Lights,2,5,11,1,1,0,0.6959697214930487
AG-DMS,22,2,3,0,0,0,0.2715684246242418
Guindy,12,5,2,1,0,0,0.7337899111923392
Tiruvottiyur Theradi,16,1,9,0,0,1,1.0
Teynampet,21,4,6,0,0,0,0.27575640680403174
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,18,1,6,0,0,1,0.9528642609165487
Little Mount,0,5,4,1,0,0,0.6127703985191941
Chennai International Airport,12,3,9,0,0,0,0.3545178383261768
Nehru Park,10,5,12,1,0,1,1.0
Ashok Nagar,17,0,8,0,0,1,1.0
Sir Theagaraya College,3,2,2,0,0,0,0.27485031351369277
Pachaiyappa's College,16,4,1,0,0,1,0.7988566024746758
Tiruvottiyur Theradi,14,5,7,1,0,0,0.6675225197099031
Pachaiyappa's College,8,6,7,1,0,1,1.0
Thousand Lights,12,5,3,1,0,0,0.7452490464688
Kilpauk,6,6,4,1,0,0,0.6838740653778824
Wimco Nagar,14,5,7,1,0,0,0.7261760223452539
Nanganallur Road,17,1,3,0,0,1,1.0
Kilpauk,19,4,12,0,0,1,0.8990614651638832
LIC,12,0,3,0,0,0,0.42012614332995374
Teynampet,1,4,1,0,0,0,0.12105483067764891
Vadapalani,12,5,9,1,0,0,0.5590213035306775
Pachaiyappa's College,6,0,10,0,0,0,0.4237865801248486
Anna Nagar East,18,3,11,0,0,1,0.8633252398309381
Tiruvottiyur,22,3,5,0,0,0,0.05898508808023589
Vadapalani,14,3,1,0,0,0,0.5922226680012623
Little Mount,18,5,12,1,0,1,1.0
Tiruvottiyur,4,1,12,0,0,0,0.0828606874200308
Shenoy Nagar,3,0,6,0,0,0,0.357718739410627
Puratchi Thalaivar Dr. M.G. Ramachandran Central,1,5,10,1,0,0,0.5603752511556899
Ekkattuthangal,13,5,7,1,0,0,0.7620846796370334
St. Thomas Mount,13,4,4,0,0,0,0.42484042201383215
Little Mount,1,0,8,0,0,0,0.22916910405917884
Meenambakkam,4,0,7,0,0,0,0.2028051588987187
Government Estate,18,1,8,0,0,1,1.0
Meenambakkam,19,1,2,0,0,1,1.0
Saidapet,16,2,6,0,0,1,0.9100606077964078
Chennai International Airport,2,3,1,0,0,0,0.20921831101779428
Wimco Nagar Depot,4,2,8,0,0,0,0.2679716106761028
Meenambakkam,15,5,8,1,0,0,0.49463075114206945
Shenoy Nagar,8,4,5,0,0,1,1.0
Saidapet,17,1,10,0,0,1,1.0
Saidapet,16,5,12,1,0,1,1.0
AG-DMS,7,6,7,1,0,1,0.9319459315859879
St. Thomas Mount,16,3,1,0,0,1,1.0
Meenambakkam,6,1,11,0,1,0,0.426618153001473
AG-DMS,14,3,5,0,0,0,0.45753132339406416
Kaladipet,10,4,11,0,0,1,1.0
Meenambakkam,18,2,5,0,0,1,0.9335281744347943
Alandur,14,3,10,0,0,0,0.6027486106633495
Arumbakkam,1,4,3,0,0,0,0.36332468662120193
Wimco Nagar Depot,18,0,9,0,0,1,0.9104502007412257
Teynampet,14,1,7,0,0,0,0.4963000993653116
Thousand Lights,15,6,5,1,0,0,0.6180797305856628
Saidapet,1,6,8,1,0,0,0.34397623909675673
Tollgate,15,0,7,0,0,0,0.47307486713721675
Puratchi Thalaivar Dr. M.G. Ramachandran Central,16,3,12,0,0,1,0.8892064737706457
Tiruvottiyur Theradi,17,3,2,0,0,1,1.0
Nandanam,0,1,3,0,0,0,0.2727837149906067
Sir Theagaraya College,20,4,9,0,0,0,0.19345923674829707
Anna Nagar East,6,5,10,1,0,0,0.23001404790508623
Tollgate,23,3,3,0,0,0,0.2911191227939259
Tiruvottiyur,2,6,7,1,0,0,0.3040091260038123
Mannadi,6,1,8,0,0,0,0.22856257259681692
Tondiarpet,15,3,12,0,0,0,0.3909811702072832
Nehru Park,8,1,8,0,0,1,0.8773219379499771
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,7,2,4,0,0,1,1.0
Teynampet,1,3,10,0,0,0,0.31251679021232
Sir Theagaraya College,13,5,4,1,0,0,0.7466460326282184
Kaladipet,6,1,3,0,0,0,0.15603379241165255
High Court,4,5,8,1,0,0,0.32694070643976847
Egmore,6,6,3,1,0,0,0.550129394144739
Nanganallur Road,11,2,7,0,0,0,0.4785498630999478
Thirumangalam,13,4,10,0,0,0,0.34754817951032424
LIC,19,1,7,0,0,1,1.0
Teynampet,22,3,7,0,0,0,0.27067454740258956
AG-DMS,6,6,8,1,0,0,0.32691020391179093
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,19,5,5,1,0,1,1.0
Wimco Nagar,5,3,3,0,0,0,0.2333830712487725
Puratchi Thalaivar Dr. M.G. Ramachandran Central,1,4,8,0,0,0,0.23394004804242788
Kilpauk,3,5,4,1,0,0,0.6324486271985942
Tiruvottiyur Theradi,13,2,1,0,0,0,0.4817133199997753
Pachaiyappa's College,12,4,2,0,0,0,0.6101671425626994
Nandanam,7,0,9,0,0,1,1.0
Nehru Park,12,3,4,0,0,0,0.49141239349230437
Saidapet,7,4,9,0,0,1,0.9327442298099082
Thousand Lights,19,3,9,0,0,1,0.93454000788082
Ekkattuthangal,13,1,6,0,0,0,0.5085078816823201
Koyambedu,13,2,3,0,0,0,0.411015393894937
High Court,21,4,12,0,0,0,0.31813648078288603
Arumbakkam,7,2,5,0,0,1,1.0
Chennai International Airport,10,6,1,1,0,1,1.0
Saidapet,22,1,7,0,0,0,0.17428460183870487
Wimco Nagar,4,5,11,1,0,0,0.4628265050649861
Thirumangalam,7,4,10,0,1,1,1.0
Nandanam,2,0,5,0,0,0,0.22435814753467226
Wimco Nagar,9,1,9,0,0,1,0.8594770219697225
Government Estate,8,3,9,0,0,1,0.8308058149929727
High Court,10,0,6,0,0,1,0.8802208741723582
Washermanpet,11,1,4,0,0,0,0.5992675593248137
Sir Theagaraya College,8,2,8,0,0,1,0.8606462885483673
Alandur,10,4,10,0,0,1,0.7565034790102428
Puratchi Thalaivar Dr. M.G. Ramachandran Central,9,5,10,1,0,1,1.0
Chennai International Airport,10,4,6,0,0,1,1.0
Thousand Lights,10,4,11,0,1,1,1.0
AG-DMS,2,5,9,1,0,0,0.5171329060203536
Koyambedu,0,4,5,0,0,0,0.24636926245625776
Koyambedu,15,0,8,0,0,0,0.47810036992534266
Mannadi,19,4,8,0,0,1,1.0
Teynampet,6,1,11,0,0,0,0.34765864425615306
Teynampet,7,2,3,0,0,1,0.9906622444039231
Wimco Nagar Depot,16,0,10,0,0,1,0.9077199988222084
Shenoy Nagar,21,0,6,0,0,0,0.3873118314898355
Nandanam,21,3,10,0,0,0,0.23715644217896345
Ekkattuthangal,19,1,1,0,0,1,1.0
Teynampet,8,6,8,1,0,1,1.0
Thousand Lights,21,2,9,0,0,0,0.4243301675052674
Washermanpet,9,6,12,1,0,1,1.0
Wimco Nagar,22,3,12,0,0,0,0.41664169341389856
Meenambakkam,2,3,11,0,0,0,0.3043473253791027
Kaladipet,23,3,6,0,0,0,0.24674073136102342
Meenambakkam,1,5,7,1,0,0,0.46884399065185944
High Court,19,0,4,0,0,1,1.0
Washermanpet,14,6,9,1,0,0,0.7506103900411248
Teynampet,5,6,2,1,0,0,0.7074092137488914
Shenoy Nagar,15,4,12,0,0,0,0.6587674781725107
Anna Nagar East,0,5,3,1,0,0,0.564122949291741
Washermanpet,20,0,6,0,0,0,0.3050286634727554
Pachaiyappa's College,18,0,6,0,0,1,1.0
Pachaiyappa's College,11,0,3,0,0,0,0.4633418303883554
AG-DMS,15,3,8,0,0,0,0.4882357618623211
Ashok Nagar,11,4,5,0,0,0,0.6251823163199621
Sir Theagaraya College,19,6,2,1,0,1,1.0
Tiruvottiyur Theradi,5,5,6,1,0,0,0.5140765392242032
Pachaiyappa's College,3,2,8,0,0,0,0.4208192171319051
Washermanpet,5,2,5,0,0,0,0.2844904377381506
Kaladipet,7,0,4,0,0,1,1.0
Alandur,6,5,6,1,0,0,0.4600376253774106
Anna Nagar East,11,0,10,0,0,0,0.2690652425827125
Nehru Park,6,2,8,0,0,0,0.401083309210335
Koyambedu,10,4,5,0,0,1,0.8152861892488891
Thousand Lights,6,5,4,1,0,0,0.4478424780221288
Ekkattuthangal,14,2,8,0,0,0,0.5078855872658353
Nanganallur Road,4,1,5,0,0,0,0.44301504773759504
Chennai International Airport,21,6,8,1,0,0,0.4788104423640501
High Court,1,3,3,0,0,0,0.15741722005476935
Guindy,0,1,2,0,0,0,0.3822795310527485
Teynampet,12,5,3,1,0,0,0.5206710056878731
High Court,13,6,10,1,0,0,0.5518722376396722
Guindy,11,4,3,0,0,0,0.424326519199065
Government Estate,17,3,8,0,0,1,0.8515758485547529
Thousand Lights,4,5,12,1,0,0,0.47082318403608114
Wimco Nagar,4,5,7,1,0,0,0.5943454369637858
Meenambakkam,21,5,11,1,0,0,0.4503160024246611
AG-DMS,8,2,8,0,0,1,0.914036014012206
Tollgate,1,2,5,0,0,0,0.39334469169640474
Pachaiyappa's College,17,4,3,0,0,1,0.9797369347280102
Pachaiyappa's College,14,5,7,1,0,0,0.7756626511190311
Washermanpet,4,3,7,0,0,0,0.5132106979586922
AG-DMS,14,3,12,0,0,0,0.4780684041266614
Wimco Nagar Depot,22,6,4,1,0,0,0.3480161039999477
Arumbakkam,8,1,4,0,0,1,0.9224271606917472
Tollgate,18,4,9,0,0,1,0.9152071960767107
Egmore,2,1,6,0,0,0,0.46307313906175884
St. Thomas Mount,11,4,9,0,0,0,0.631121206374239
Saidapet,19,6,8,1,0,1,1.0
Shenoy Nagar,19,0,7,0,0,1,0.9268297525013379
Egmore,1,5,12,1,0,0,0.3001505385913539
Koyambedu,5,6,6,1,0,0,0.19888869354357597
Tiruvottiyur,2,1,3,0,0,0,0.39561583973521075
Ekkattuthangal,10,6,1,1,0,1,1.0
Tondiarpet,7,1,9,0,0,1,1.0
Pachaiyappa's College,20,1,5,0,0,0,0.2336265355236095
Nehru Park,14,3,11,0,0,0,0.4747246899344628
Ekkattuthangal,4,3,9,0,0,0,0.24990295550539351
Ekkattuthangal,8,2,3,0,0,1,1.0
Government Estate,19,2,8,0,0,1,0.8000298498694961
Thirumangalam,20,5,9,1,0,0,0.5101492549743644
Pachaiyappa's College,11,0,10,0,0,0,0.5028026802412167
Egmore,7,0,1,0,0,1,1.0
Washermanpet,16,4,1,0,0,1,1.0
Thousand Lights,15,2,5,0,0,0,0.4314358975582959
Kaladipet,13,4,6,0,0,0,0.47176277834203023
Nehru Park,21,3,1,0,0,0,0.3659488228050141
Guindy,16,0,6,0,0,1,1.0
Wimco Nagar Depot,3,1,3,0,0,0,0.3727770219502877
Koyambedu,10,3,2,0,0,1,1.0
Nandanam,10,3,6,0,0,1,1.0
LIC,15,3,10,0,0,0,0.6629018500734611
Government Estate,5,4,12,0,0,0,0.29646545487759957
Government Estate,2,3,11,0,0,0,0.18291599290667285
Kaladipet,6,3,8,0,0,0,0.3351453697679341
Shenoy Nagar,13,3,8,0,0,0,0.30086596801596216
Koyambedu,15,4,2,0,0,0,0.5223511146201869
Kaladipet,13,4,8,0,0,0,0.40473146771048796
Thousand Lights,21,6,1,1,0,0,0.6389202842386561
Nanganallur Road,17,6,1,1,0,1,1.0
Thirumangalam,11,4,9,0,0,0,0.617608479372102
Thousand Lights,12,2,12,0,0,0,0.4542101722007315
Kilpauk,13,6,4,1,0,0,0.41774275714246345
Teynampet,22,4,6,0,0,0,0.3978576653885412
AG-DMS,20,5,9,1,0,0,0.4915627348254204
Koyambedu,14,0,3,0,0,0,0.45622350064467926
Thirumangalam,2,3,8,0,0,0,0.355315365619965
Anna Nagar East,18,3,6,0,0,1,0.8179507527147202
Ekkattuthangal,1,5,12,1,0,0,0.48065945625509776
Tiruvottiyur,9,4,8,0,0,1,1.0
AG-DMS,1,2,12,0,0,0,0.39750389649439377
Kaladipet,3,0,4,0,0,0,0.5085599415539789
Pachaiyappa's College,19,3,9,0,0,1,0.8946253243305479
Wimco Nagar Depot,20,5,7,1,0,0,0.6657656400382449
Nandanam,11,5,9,1,0,0,0.6405193472178166
Teynampet,3,6,2,1,0,0,0.34725187699214377
Puratchi Thalaivar Dr. M.G. Ramachandran Central,14,0,6,0,0,0,0.46542719032308455
Government Estate,5,6,6,1,0,0,0.46693635577026493
Little Mount,14,0,11,0,1,0,0.5320109950202433
Guindy,4,5,1,1,0,0,0.377867188334097
Kilpauk,20,6,6,1,0,0,0.4259966628580574
Vadapalani,4,4,8,0,0,0,0.23985190607164528
Chennai International Airport,16,1,7,0,0,1,0.9733867137351494
Ekkattuthangal,0,1,3,0,0,0,0.3549014530496252
Kaladipet,16,4,8,0,0,1,1.0
Meenambakkam,18,4,4,0,0,1,0.8566271558479079
Saidapet,3,5,3,1,0,0,0.4103049244702773
Thirumangalam,7,2,1,0,0,1,0.8051314879920765
High Court,9,0,12,0,0,1,0.8112022687984027
High Court,18,0,8,0,0,1,1.0
Egmore,3,1,8,0,0,0,0.40244262583452656
Ashok Nagar,22,1,11,0,0,0,0.34176802597021383
Sir Theagaraya College,17,3,6,0,0,1,0.926913094433844
Tondiarpet,8,1,10,0,0,1,1.0
AG-DMS,8,4,11,0,0,1,0.8446776915624461
Pachaiyappa's College,15,6,7,1,0,0,0.751034179176569
Washermanpet,0,3,11,0,0,0,0.3673042602260884
Sir Theagaraya College,6,5,6,1,0,0,0.48035596232160116
Meenambakkam,14,4,12,0,0,0,0.4070500017006877
Thirumangalam,0,5,12,1,0,0,0.34689574845504634
Meenambakkam,23,5,8,1,0,0,0.4045112223930415
Teynampet,0,5,4,1,0,0,0.6079987262206935
Puratchi Thalaivar Dr. M.G. Ramachandran Central,21,5,8,1,0,0,0.5251047445373377
Nehru Park,18,5,12,1,0,1,1.0
Egmore,2,4,10,0,1,0,0.6888899292810524
Sir Theagaraya College,19,3,3,0,0,1,1.0
Washermanpet,2,4,11,0,0,0,0.08538160578924342
Tiruvottiyur,0,6,10,1,0,0,0.4412296077551331
Vadapalani,0,0,1,0,0,0,0.3968007420145205
Mannadi,19,2,8,0,0,1,1.0
Government Estate,20,1,9,0,0,0,0.48893983657452306
Wimco Nagar,7,2,3,0,0,1,1.0
Meenambakkam,18,0,1,0,1,1,1.0
Kilpauk,18,5,8,1,0,1,1.0
High Court,7,4,10,0,0,1,1.0
Pachaiyappa's College,9,5,8,1,0,1,0.9796554665935225
Ashok Nagar,23,4,2,0,0,0,0.14936849349406586
Little Mount,15,5,8,1,0,0,0.5647452637948068
Mannadi,17,4,2,0,0,1,1.0
Guindy,21,2,8,0,0,0,0.40960686031139
Nehru Park,13,4,10,0,1,0,0.8562075897258441
Koyambedu,6,6,10,1,0,0,0.3514116038434086
Meenambakkam,12,1,8,0,0,0,0.47723606341476643
Guindy,19,5,8,1,0,1,1.0
Vadapalani,21,2,6,0,0,0,0.20934022702337193
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,20,5,7,1,0,0,0.7373080070106587
Wimco Nagar Depot,19,5,1,1,0,1,1.0
Little Mount,1,5,11,1,0,0,0.3497389953300971
Shenoy Nagar,21,0,12,0,1,0,0.5930634958472546
Pachaiyappa's College,0,1,9,0,0,0,0.40143321794221853
High Court,8,1,12,0,0,1,1.0
Koyambedu,20,3,6,0,0,0,0.39329600283996946
Government Estate,15,2,9,0,0,0,0.4646556881909175
Vadapalani,15,0,3,0,0,0,0.36800728330561233
Pachaiyappa's College,23,2,4,0,0,0,0.3350511510947711
Tiruvottiyur Theradi,15,5,1,1,0,0,0.789311311672281
Nehru Park,11,4,10,0,0,0,0.3704961892484135
Vadapalani,10,1,3,0,0,1,1.0
Tondiarpet,23,2,7,0,0,0,0.2821404586559979
Government Estate,15,2,8,0,0,0,0.5237003766640066
Egmore,12,0,8,0,0,0,0.5096356344605942
Kilpauk,4,4,4,0,0,0,0.20346145586576742
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,5,1,4,0,0,0,0.3003670839981012
Meenambakkam,23,4,5,0,0,0,0.1114092124392617
High Court,11,2,2,0,0,0,0.49514971645654055
Egmore,10,4,9,0,0,1,0.9411357300739966
Tiruvottiyur Theradi,19,0,7,0,0,1,0.8568864381187958
Saidapet,3,3,7,0,0,0,0.30355681168676146
Egmore,20,1,1,0,1,0,0.7037419927973108
Anna Nagar Tower,5,5,3,1,0,0,0.2954367183801847
Koyambedu,19,4,5,0,0,1,0.9996042142392481
Government Estate,10,4,1,0,1,1,1.0
Nanganallur Road,1,5,10,1,0,0,0.41686656979222053
Ekkattuthangal,17,1,10,0,0,1,0.8797653117867903
Anna Nagar Tower,16,4,10,0,0,1,1.0
Nehru Park,10,6,12,1,0,1,1.0
Nandanam,12,3,5,0,0,0,0.5877122796719154
Tiruvottiyur Theradi,16,0,2,0,0,1,1.0
Guindy,11,6,3,1,0,0,0.6453880618585682
Saidapet,10,5,11,1,0,1,1.0
Saidapet,9,3,11,0,0,1,1.0
Egmore,0,5,2,1,0,0,0.31616374252547014
Ashok Nagar,14,0,4,0,0,0,0.38000390021051766
Saidapet,13,6,9,1,0,0,0.631177681966149
Puratchi Thalaivar Dr. M.G. Ramachandran Central,5,0,12,0,0,0,0.1903192525741131
Nehru Park,16,6,10,1,0,1,1.0
Nehru Park,22,4,2,0,0,0,0.3686238287054927
Saidapet,6,2,12,0,0,0,0.2668980608717525
Anna Nagar East,5,0,7,0,0,0,0.4707602904021434
Vadapalani,21,6,8,1,0,0,0.24906884262980777
Tiruvottiyur,1,3,5,0,0,0,0.34739397292887725
Saidapet,6,3,10,0,0,0,0.3491036023853379
Nandanam,14,3,2,0,0,0,0.4185173008505792
Nandanam,14,5,2,1,0,0,0.5189096586681116
Tiruvottiyur,4,1,12,0,0,0,0.48671072366090584
Tollgate,1,4,1,0,0,0,0.27012702784019393
Tollgate,11,6,6,1,0,0,0.5142461418821095
Vadapalani,17,3,5,0,0,1,1.0
Tiruvottiyur Theradi,14,3,5,0,0,0,0.38002058553117135
Tollgate,8,5,7,1,0,1,0.957998379451469
Teynampet,3,5,1,1,1,0,0.8399554399576792
Washermanpet,4,6,3,1,0,0,0.46103222660577786
LIC,6,5,9,1,0,0,0.46181216617370857
Tollgate,9,3,11,0,0,1,0.9623665372889246
Shenoy Nagar,3,5,4,1,0,0,0.5085439975640758
Pachaiyappa's College,18,4,10,0,0,1,0.9891908166952087
Wimco Nagar Depot,22,5,7,1,0,0,0.4477691957192889
Ashok Nagar,22,6,10,1,0,0,0.7426907134010624
Puratchi Thalaivar Dr. M.G. Ramachandran Central,0,4,12,0,0,0,0.17431606642341244
Kaladipet,3,0,10,0,0,0,0.3772017591937195
Meenambakkam,16,3,4,0,0,1,1.0
Kaladipet,19,5,1,1,0,1,1.0
Mannadi,10,5,2,1,0,1,1.0
Shenoy Nagar,3,0,8,0,0,0,0.29215488083534863
Vadapalani,3,2,8,0,0,0,0.17575123911231463
Nandanam,15,4,2,0,0,0,0.5946422050326097
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,1,5,3,1,0,0,0.47447669950921034
Little Mount,3,5,6,1,0,0,0.4998586564200478
